job_201105130146_0656	PigLatin:load_treatment\.pig	5879	6697	5443	1305591491	31	3	18	21	1	1		
job_201105130146_0658	PigLatin:load_treatment\.pig	1077492578	1374611881	1077492578	1305591924	1375	267	1351	1619	16	1		
job_201105130146_0659	Job19857265927718238\.jar	8315	8315	14300	1305592685	14	6	0	6	1	0		
job_201105130146_0660	PigLatin:DefaultJobName	50155163	41479712	49894481	1305593136	30	12	18	30	2	1		
job_201105130146_0661	PigLatin:load_impressions-QAZsukzf\.pig	7046066888	0	7046066888	1305593845	3123	34920	0	34920	105	0		
job_201105130146_0662	PigLatin:tmp5GDJjz	508	508	313	1305594244	13	6	0	6	1	0		
job_201105130146_0663	PigLatin:tmp5GDJjz	388	388	621	1305594248	18	9	0	9	1	0		
job_201105130146_0664	PigLatin:tmp5GDJjz	14918638557	12853371064	7155434807	1305594273	1877	73281	24056	97337	226	15		
job_201105130146_0665	PigLatin:load_crm\.pig	2237	2237	2590	1305594421	83	18	0	18	1	0		
job_201105130146_0666	PigLatin:tmp6YHY_5	2520	2520	476	1305596165	15	6	0	6	1	0		
job_201105130146_0667	PigLatin:tmp6YHY_5	846	846	476	1305596188	16	6	0	6	1	0		
job_201105130146_0668	PigLatin:tmp6YHY_5	7155496088	188599006	5981231695	1305596211	518	18355	19699	38055	121	49		
job_201105130146_0669	PigLatin:load_treatment\.pig	5879	6697	9346	1305596849	24	3	12	15	1	1		
job_201105130146_0670	PigLatin:load_treatment\.pig	5879	6697	9346	1305596904	24	3	12	15	1	1		
job_201105130146_0671	PigLatin:stage_domains\.pig	15417	0	15417	1305610251	25	15	0	15	1	0		
job_201105130146_0672	PigLatin:load_subdivisions-sA7sYd1d\.pig	1083	0	1083	1305610352	26	18	0	18	1	0		
job_201105130146_0673	PigLatin:load_users-J2ze65lQ\.pig	57141541	0	57141541	1305617064	30	24	0	24	1	0		
job_201105130146_0674	PigLatin:8TjJeQHmwj	55903246	0	55903246	1305617919	28	21	0	21	1	0		
job_201105130146_0675	PigLatin:I3XmwLUTfO	55903246	0	55903246	1305618587	25	18	0	18	1	0		
job_201105130146_0676	PigLatin:ReyN4l0Nl2	55903246	0	55903246	1305619050	27	21	0	21	1	0		
job_201105130146_0678	PigLatin:NgJO_2XRe5	55903246	0	55903246	1305619551	33	24	0	24	1	0		
job_201105130146_0679	PigLatin:load_merchants-xmpI4vP3\.pig	504407	0	504407	1305620055	23	15	0	15	1	0		
job_201105130146_0680	PigLatin:load_merchant_locations-pwZ_Dd3_\.pig	101507	0	101507	1305620126	20	12	0	12	1	0		
job_201105130146_0681	PigLatin:load_merchant_categories-0EDOJcAK\.pig	1008814	0	1008814	1305620179	18	18	0	18	2	0		
job_201105130146_0682	PigLatin:load_deals-H3GyxPcJ\.pig	76199989	75439637	34595152	1305621093	45	18	30	48	2	1		
job_201105130146_0683	PigLatin:load_deal_options-sXHcuH2D\.pig	10877581	0	10877581	1305621180	18	9	0	9	1	0		
job_201105130146_0684	PigLatin:stage_deal_locations\.pig	18908088	0	18908088	1305621251	16	9	0	9	1	0		
job_201105130146_0685	PigLatin:load_orders-Cx5Ql0zK\.pig	20161590	0	20161590	1305623085	16	9	0	9	1	0		
job_201105130146_0686	PigLatin:tmp5jz2On	508	508	313	1305627027	14	6	0	6	1	0		
job_201105130146_0687	PigLatin:tmp5jz2On	388	388	621	1305627028	13	6	0	6	1	0		
job_201105130146_0688	PigLatin:tmp5jz2On	16166418557	13466558150	7557280019	1305627047	1850	87001	26191	113193	244	17		
job_201105130146_0689	PigLatin:stage_adwords_keywords_adspend\.pig	51446794	0	51446794	1305628236	87	61	0	61	1	0		
job_201105130146_0690	PigLatin:stage_adwords_placements_adspend\.pig	17042688	0	17042688	1305628330	57	33	0	33	1	0		
job_201105130146_0691	PigLatin:stage_adspend_adcenter_keywords\.pig	3252498	0	3252498	1305628396	64	18	0	18	1	0		
