0	18	970	609	697	['host5']	['host0']	['host8']	['host7']
1	20	53088744165	1510005522	5759777	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12']	['host0']	['host1']
2	22	61873748853	1387369304	5840114	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12']	['host0']	['host1']
3	25	404	22	191	['host5']	['host0']	['host8']	['host7']
4	32	404	22	191	['host5']	['host0']	['host8']	['host7']
5	46	25526958	300	24106570	['host5']	['host0']	['host8']	['host7']
6	49	6913085573	1380194628	2464	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12']	['host0']	['host1']
7	74	12177	5586	835	['host5']	['host0']	['host8']	['host7']
8	75	1739	856	811	['host5']	['host0']	['host8']	['host7']
9	75	66745	57872	1788	['host5']	['host0']	['host8']	['host7']
10	75	2259	1992	1721	['host5']	['host0']	['host8']	['host7']
11	75	15817	13283	1758	['host5']	['host0']	['host8']	['host7']
12	76	51389	25552	859	['host5']	['host0']	['host8']	['host7']
13	83	12976476	29882024	11298047	['host5']	['host0']	['host8']	['host7']
14	85	247378729350	25004320618	18912002	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
15	88	15403	9586	1739735	['host5']	['host0']	['host8']	['host7']
16	90	302	22	136	['host5']	['host0']	['host8']	['host7']
17	92	302	18	136	['host5']	['host0']	['host8']	['host7']
18	116	9914	292	288	['host5']	['host0']	['host8']	['host7']
19	119	6589	5905	3744	['host5']	['host0']	['host8']	['host7']
20	119	3827	1468	1831	['host5']	['host0']	['host8']	['host7']
21	126	48183425	55501379	25747658	['host5']	['host0']	['host8']	['host7']
22	127	404	18	191	['host5']	['host0']	['host8']	['host7']
23	130	404	22	191	['host5']	['host0']	['host8']	['host7']
24	155	47081	549	569	['host5']	['host0']	['host8']	['host7']
25	180	319170822	53397	816	['host5']	['host0']	['host8']	['host7']
26	189	77302089315	111142889	1424411	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
27	190	83536091926	149864943	1423388	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
28	190	73476471165	118236217	1421507	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
29	190	78426386362	116148111	1424420	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
30	191	302	22	136	['host5']	['host0']	['host8']	['host7']
31	192	302	22	136	['host5']	['host0']	['host8']	['host7']
32	193	64306595974	99952523	1421527	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
33	195	78355250388	136941599	1422842	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
34	197	85808475492	123158254	1424743	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
35	205	1094143387	272063600	43687215	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
36	230	467089624640	101701	244	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
37	230	27900870	302	26628408	['host5']	['host0']	['host8']	['host7']
38	231	2155	527	518	['host5']	['host0']	['host8']	['host7']
39	233	404	22	191	['host5']	['host0']	['host8']	['host7']
40	240	3585259	5243777	41169	['host5']	['host0']	['host8']	['host7']
41	241	3405400	5190026	42219	['host5']	['host0']	['host8']	['host7']
42	246	4233153	37	244	['host5']	['host0']	['host8']	['host7']
43	248	15018947218	52205101	1419016	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
44	267	404	22	191	['host5']	['host0']	['host8']	['host7']
45	268	7828468	10060775	4690086	['host5']	['host0']	['host8']	['host7']
46	283	302	22	136	['host5']	['host0']	['host8']	['host7']
47	299	539	74	289	['host5']	['host0']	['host8']	['host7']
48	314	302	22	136	['host5']	['host0']	['host8']	['host7']
49	317	27900870	51845015	26590981	['host5']	['host0']	['host8']	['host7']
50	327	404	22	191	['host5']	['host0']	['host8']	['host7']
51	328	1666732399	2229848800	2362	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9']	['host12']	['host13']
52	330	4002469713	769566052	3082	['host5', 'host2', 'host11']	['host8', 'host13']	['host13']	['host14']
53	336	58771293366	609318	1975	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
54	357	404	22	191	['host5']	['host0']	['host8']	['host7']
55	373	1221257245	306018850	47636941	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
56	386	302	22	136	['host5']	['host0']	['host8']	['host7']
57	388	28326806	31429168	15136143	['host5']	['host0']	['host8']	['host7']
58	401	17808801	11241137	147710	['host5']	['host0']	['host8']	['host7']
59	405	18250732	11739343	132348	['host5']	['host0']	['host8']	['host7']
60	406	302	22	136	['host5']	['host0']	['host8']	['host7']
61	420	219373002	304888541	88828070	['host5']	['host0']	['host8']	['host7']
62	423	404	22	191	['host5']	['host0']	['host8']	['host7']
63	435	281473678	113927671	24350970	['host5']	['host0']	['host8']	['host7']
64	447	404	22	191	['host5']	['host0']	['host8']	['host7']
65	453	249607197419	24253504175	18513687	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
66	456	467089624640	101701	244	['host5', 'host2', 'host11']	['host8']	['host7']	['host13']
67	463	4233153	37	244	['host5']	['host0']	['host8']	['host7']
68	466	302	22	136	['host5']	['host0']	['host8']	['host7']
69	472	1070808	1402761	421410	['host5']	['host0']	['host8']	['host7']
70	474	22555	3425	93	['host5']	['host0']	['host8']	['host7']
71	480	17289355	303	15116673	['host5']	['host0']	['host8']	['host7']
72	481	13020668	358690	148534	['host5']	['host0']	['host8']	['host7']
73	485	2377667935	4979403763	182050104	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
74	496	302	22	136	['host5']	['host0']	['host8']	['host7']
75	499	160421525635	21302095981	2559015744	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6', 'host4', 'host8', 'host1', 'host11', 'host14', 'host15', 'host7', 'host0']	['host12']
76	514	17792112	11278783	138401	['host5']	['host0']	['host8']	['host7']
77	515	18864345	12129252	132668	['host5']	['host0']	['host8']	['host7']
78	515	18543381	11911840	134690	['host5']	['host0']	['host8']	['host7']
79	530	404	22	191	['host5']	['host0']	['host8']	['host7']
80	531	1590684084	7593417002	2090196743	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6', 'host4', 'host8', 'host1', 'host11', 'host14', 'host15']	['host5']
81	548	39718426258	6538279534	22862	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
82	560	140551969	25310433	2709	['host5']	['host0']	['host8']	['host7']
83	560	18416616174	42790093140	23787043241	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6', 'host4', 'host8', 'host1', 'host11', 'host14', 'host15', 'host7', 'host0', 'host5', 'host13', 'host2', 'host10', 'host3', 'host12', 'host9']	['host6']
84	566	2550	1436	1121	['host5']	['host0']	['host8']	['host7']
85	569	396347971	153416177	30428939	['host5']	['host0']	['host8']	['host7']
86	574	240151344744	19180097866	17029139	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
87	575	18951043	12158868	135154	['host5']	['host0']	['host8']	['host7']
88	578	302	22	136	['host5']	['host0']	['host8']	['host7']
89	585	404	22	191	['host5']	['host0']	['host8']	['host7']
90	596	554605592	974351549	10949326	['host5', 'host2']	['host8', 'host13', 'host15']	['host14']	['host0']
91	602	230640382975	24012893189	18619965	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
92	602	5706354	4261258	103288	['host5']	['host0']	['host8']	['host7']
93	611	5786942	5023360	122436	['host5']	['host0']	['host8']	['host7']
94	615	404	22	191	['host5']	['host0']	['host8']	['host7']
95	617	230057340803	22117698818	17740492	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
96	630	211388538564	15891545508	14530026	['host5', 'host2', 'host11']	['host8', 'host13', 'host15', 'host5', 'host12', 'host4', 'host2', 'host9', 'host0', 'host6', 'host3', 'host11', 'host10', 'host1', 'host7', 'host14']	['host6']	['host8']
