0	18	970	609	697	['host9']	['host15']	['host10']	['host11']
1	20	53088744165	1510005522	5759777	['host9', 'host12', 'host4']	['host10', 'host5', 'host6', 'host9', 'host1']	['host15']	['host13']
2	22	61873748853	1387369304	5840114	['host9', 'host12', 'host4']	['host10', 'host5', 'host6', 'host9', 'host1']	['host15']	['host13']
3	25	404	22	191	['host9']	['host15']	['host10']	['host11']
4	32	404	22	191	['host9']	['host15']	['host10']	['host11']
5	46	25526958	300	24106570	['host9']	['host15']	['host10']	['host11']
6	49	6913085573	1380194628	2464	['host9', 'host12', 'host4']	['host10', 'host5', 'host6', 'host9', 'host1']	['host15']	['host13']
7	74	12177	5586	835	['host9']	['host15']	['host10']	['host11']
8	75	1739	856	811	['host9']	['host15']	['host10']	['host11']
9	75	66745	57872	1788	['host9']	['host15']	['host10']	['host11']
10	75	2259	1992	1721	['host9']	['host15']	['host10']	['host11']
11	75	15817	13283	1758	['host9']	['host15']	['host10']	['host11']
12	76	51389	25552	859	['host9']	['host15']	['host10']	['host11']
13	83	12976476	29882024	11298047	['host9']	['host15']	['host10']	['host11']
14	85	247378729350	25004320618	18912002	['host9', 'host12', 'host4']	['host10', 'host5', 'host6', 'host9', 'host1', 'host3', 'host12', 'host14', 'host15', 'host8', 'host0', 'host4', 'host2', 'host13', 'host11', 'host7']	['host8']	['host10']
15	88	15403	9586	1739735	['host9']	['host15']	['host10']	['host11']
16	90	302	22	136	['host9']	['host15']	['host10']	['host11']
17	92	302	18	136	['host9']	['host15']	['host10']	['host11']
18	116	9914	292	288	['host9']	['host15']	['host10']	['host11']
19	119	6589	5905	3744	['host9']	['host15']	['host10']	['host11']
20	119	3827	1468	1831	['host9']	['host15']	['host10']	['host11']
21	126	48183425	55501379	25747658	['host9']	['host15']	['host10']	['host11']
22	127	404	18	191	['host9']	['host15']	['host10']	['host11']
23	130	404	22	191	['host9']	['host15']	['host10']	['host11']
24	155	47081	549	569	['host9']	['host15']	['host10']	['host11']
25	180	319170822	53397	816	['host9']	['host15']	['host10']	['host11']
26	189	77302089315	111142889	1424411	['host9', 'host12', 'host4']	['host10']	['host11']	['host5']
